,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
13888,72,8,39110,12,7,5,2,3,1,1,0,0,8,31, <=50K
13889,33,5,155475,15,9,1,0,1,1,0,0,0,40,28, <=50K
13890,47,5,135803,15,9,1,5,1,3,0,0,0,25,38, <=50K
13891,48,5,117849,1,10,1,14,1,1,0,0,0,40,28, >50K
13892,64,1,339321,4,13,1,14,1,1,0,0,0,24,28, >50K
13893,19,5,318822,12,7,0,6,3,1,1,0,0,35,28, <=50K
13894,48,5,174794,6,11,5,2,0,1,1,0,0,40,28, <=50K
13895,37,5,204277,15,9,1,3,1,1,0,0,1848,48,28, >50K
13896,55,5,182460,15,9,1,13,1,1,0,15024,0,35,28, >50K
13897,24,5,193920,11,14,0,6,3,1,1,0,0,45,36, <=50K
13898,42,8,91468,15,9,5,2,3,1,1,0,0,40,28, <=50K
13899,43,5,106760,15,9,1,2,2,1,1,0,0,50,31, >50K
13900,34,5,375680,2,12,0,13,5,4,1,0,0,40,28, <=50K
13901,55,0,222615,11,14,1,8,1,1,0,0,0,60,28, <=50K
13902,22,5,190968,15,9,1,5,1,1,0,0,0,40,28, <=50K
13903,39,5,76767,1,10,5,2,3,1,1,0,0,60,28, <=50K
13904,50,1,203098,4,13,1,8,1,1,0,0,0,35,28, <=50K
13905,47,6,162187,1,10,1,11,1,1,0,0,1887,40,28, >50K
13906,25,5,242729,4,13,0,0,5,1,1,0,0,20,28, <=50K
13907,52,5,253784,12,7,5,5,0,1,1,0,0,20,28, <=50K
13908,30,5,206051,15,9,1,11,1,1,0,0,0,40,28, <=50K
13909,37,1,181553,15,9,5,13,3,1,0,0,0,50,28, <=50K
13910,73,0,80986,15,9,1,0,1,1,0,0,0,20,28, <=50K
13911,50,5,200783,0,4,5,13,3,1,0,0,0,60,28, <=50K
13912,34,5,42596,1,10,1,8,1,1,0,0,0,45,28, <=50K
13913,24,5,464502,2,12,0,0,3,4,0,0,0,40,36, <=50K
13914,66,5,205724,1,10,1,0,1,1,0,0,0,24,28, >50K
13915,22,5,446140,15,9,0,0,5,1,0,0,0,55,28, <=50K
13916,69,6,32287,13,6,1,11,1,1,0,0,0,25,28, <=50K
13917,23,5,56774,15,9,0,13,5,1,0,0,0,40,28, <=50K
13918,55,5,308118,4,13,4,3,0,1,1,0,0,40,36, <=50K
13919,35,5,176279,1,10,4,2,0,1,1,0,0,30,28, <=50K
13920,20,5,103277,1,10,0,2,5,1,1,0,0,35,28, <=50K
13921,70,0,225780,1,10,1,8,1,1,0,0,0,20,28, >50K
13922,54,5,154728,6,11,1,7,1,1,0,7688,0,40,28, >50K
13923,34,5,149943,15,9,0,5,3,3,0,0,0,40,7, <=50K
13924,38,4,22245,7,16,1,14,1,1,0,0,0,45,28, >50K
13925,33,5,93056,0,4,5,9,5,1,0,0,0,40,28, <=50K
13926,43,5,270522,15,9,2,5,3,1,1,0,0,26,28, <=50K
13927,60,0,123218,1,10,1,8,1,1,0,0,0,40,28, <=50K
13928,81,1,123959,4,13,4,14,3,1,1,0,1668,3,33, <=50K
13929,32,1,103642,15,9,1,8,1,1,0,0,0,55,28, <=50K
13930,34,5,157747,15,9,1,11,1,1,0,0,0,45,28, <=50K
13931,46,1,154083,11,14,0,8,3,1,0,0,0,25,28, <=50K
13932,30,4,23037,1,10,0,5,5,0,0,0,0,84,28, <=50K
13933,23,3,226891,15,9,0,10,4,3,1,0,0,20,30, <=50K
13934,29,5,50028,1,10,1,5,1,1,0,0,0,40,28, <=50K
13935,51,5,138251,15,9,1,11,1,1,0,0,0,60,28, <=50K
13936,31,5,369825,0,4,0,9,4,1,0,0,0,25,28, <=50K
13937,36,8,44364,15,9,0,2,5,4,1,0,0,36,28, <=50K
13938,23,5,230704,1,10,0,9,5,4,0,0,0,22,28, <=50K
13939,35,5,42044,15,9,1,3,1,1,0,0,0,30,28, <=50K
13940,28,6,56340,11,14,0,14,3,1,1,0,0,40,28, <=50K
13941,33,4,156015,4,13,1,8,1,1,0,0,0,40,28, >50K
13942,40,5,163434,1,10,1,9,1,1,0,0,0,40,28, <=50K
13943,27,5,85251,1,10,1,11,1,1,0,0,0,45,28, <=50K
13944,38,0,187411,15,9,1,8,1,1,0,0,0,40,28, >50K
13945,47,5,155124,6,11,5,14,3,1,1,0,1669,40,28, <=50K
13946,25,5,396633,1,10,1,2,2,4,1,0,0,56,28, >50K
13947,45,5,182313,4,13,1,8,1,1,0,7688,0,50,28, >50K
13948,38,5,52596,1,10,0,2,5,4,1,0,0,40,28, <=50K
13949,66,3,260111,1,10,1,10,1,1,0,0,0,40,28, >50K
13950,65,6,143570,1,10,0,14,3,4,1,0,0,40,28, <=50K
13951,30,5,160634,6,11,0,13,5,1,0,0,0,40,28, >50K
13952,54,5,29909,12,7,1,5,2,1,1,0,0,43,28, <=50K
13953,49,5,94215,9,8,5,3,3,1,1,0,0,40,28, <=50K
13954,41,1,151990,6,11,1,14,2,1,1,0,0,15,28, >50K
13955,48,8,188081,15,9,1,2,1,1,0,0,0,40,28, >50K
13956,23,5,218445,3,3,0,6,0,1,1,0,0,12,27, <=50K
13957,77,5,235775,15,9,1,5,1,1,0,0,0,25,1, <=50K
13958,19,5,98605,1,10,0,5,5,1,1,0,0,20,28, <=50K
13959,30,5,188398,15,9,3,2,3,1,1,0,0,30,28, <=50K
13960,41,0,140365,4,13,1,8,1,1,0,0,1902,55,28, >50K
13961,35,5,202950,15,9,1,8,1,1,0,0,0,55,41, >50K
13962,20,5,218215,1,10,0,2,5,1,1,0,0,40,28, <=50K
13963,66,0,197816,4,13,1,8,1,1,0,10605,0,40,28, >50K
13964,49,5,147002,15,9,0,13,0,1,1,0,0,40,21, <=50K
13965,52,5,138497,4,13,1,0,1,1,0,0,0,45,28, >50K
13966,24,5,57711,11,14,1,14,2,1,1,0,0,35,28, >50K
13967,50,5,169925,15,9,1,13,1,1,0,0,0,15,28, <=50K
13968,22,5,72310,12,7,0,11,3,1,0,0,0,65,28, <=50K
13969,19,5,170800,1,10,0,5,5,1,0,0,0,20,28, <=50K
13970,39,5,215095,12,7,0,14,0,1,1,0,0,30,21, <=50K
13971,45,5,480717,4,13,1,5,1,3,0,0,0,38,36, <=50K
13972,61,6,34632,4,13,5,5,3,1,0,0,0,30,28, <=50K
13973,45,5,140664,2,12,5,11,3,1,0,0,0,55,28, <=50K
13974,36,6,177858,4,13,1,14,5,1,0,0,0,40,28, <=50K
13975,40,5,160369,11,14,1,8,1,1,0,0,2415,45,28, >50K
13976,38,5,129102,15,9,1,8,1,1,0,0,0,50,28, <=50K
13977,52,6,278522,1,10,1,11,1,4,0,0,0,40,28, <=50K
13978,29,8,124953,6,11,1,7,1,1,0,0,0,42,28, >50K
13979,33,5,63184,15,9,0,12,3,1,0,0,0,40,28, <=50K
13980,40,1,165815,1,10,0,13,5,1,0,0,0,40,28, <=50K
13981,34,5,248584,15,9,0,13,3,1,0,0,0,55,28, <=50K
13982,46,6,226871,4,13,5,1,3,4,0,0,0,50,28, >50K
13983,44,5,267717,11,14,1,13,1,1,0,15024,0,45,28, >50K
13984,19,5,60367,15,9,0,5,5,1,1,0,0,13,28, <=50K
13985,44,5,134120,15,9,1,2,2,1,1,0,0,40,28, >50K
13986,40,5,95639,15,9,0,13,3,0,0,0,0,40,28, <=50K
13987,20,5,132053,1,10,0,14,5,1,1,0,0,2,28, <=50K
13988,24,5,138768,2,12,0,9,5,1,0,0,0,30,28, <=50K
13989,76,5,203910,15,9,4,5,3,1,0,0,0,17,28, <=50K
13990,20,5,109952,15,9,1,7,4,1,0,0,0,40,28, <=50K
13991,33,5,155781,10,15,0,14,3,1,0,0,0,40,28, >50K
13992,31,5,49398,1,10,1,7,1,1,0,0,0,40,28, <=50K
13993,33,5,159303,15,9,5,5,0,1,1,0,0,40,28, <=50K
13994,19,5,248339,15,9,0,13,5,1,0,0,0,35,28, <=50K
13995,29,5,190539,4,13,0,8,3,1,0,0,1590,50,28, <=50K
13996,30,5,183620,15,9,1,0,1,1,0,0,0,45,28, <=50K
13997,48,5,25468,11,14,5,8,3,1,0,99999,0,50,28, >50K
13998,42,5,201495,4,13,1,8,1,1,0,0,0,40,28, <=50K
13999,37,5,52221,12,7,1,11,1,1,0,0,0,40,28, <=50K
14000,54,0,96460,15,9,1,8,1,1,0,7688,0,60,28, >50K
14001,42,5,325353,2,12,1,2,1,1,0,7688,0,42,28, >50K
14002,28,1,176027,15,9,0,5,3,1,1,0,0,28,28, <=50K
14003,42,6,266135,1,10,1,1,1,1,0,0,0,52,28, >50K
14004,60,4,194252,11,14,1,8,2,1,1,3103,0,40,28, >50K
14005,76,3,164835,15,9,4,10,3,1,1,0,0,25,28, <=50K
14006,21,5,363192,6,11,0,5,5,1,1,0,0,40,28, <=50K
14007,29,5,31360,1,10,0,12,5,1,0,0,0,40,28, <=50K
14008,43,5,63503,4,13,1,14,1,1,0,0,0,40,28, >50K
14009,44,5,157614,15,9,5,0,5,1,0,0,0,38,28, <=50K
14010,45,5,160647,4,13,5,2,0,1,1,4687,0,35,28, >50K
14011,38,5,363395,1,10,0,0,0,4,1,0,0,40,28, <=50K
14012,28,5,338376,1,10,1,2,1,1,0,0,0,50,28, >50K
14013,29,5,87523,15,9,0,0,5,1,1,0,0,40,28, <=50K
14014,20,5,280714,1,10,0,5,5,1,0,0,0,40,28, <=50K
14015,49,0,119565,11,14,1,0,1,1,0,0,0,40,28, >50K
14016,36,6,171482,1,10,1,1,1,1,0,0,0,56,28, >50K
14017,40,0,49249,4,13,1,8,1,1,0,0,0,50,28, >50K
14018,17,5,331552,9,8,0,2,5,1,1,0,0,30,28, <=50K
14019,45,5,174426,15,9,1,13,1,1,0,0,0,40,28, <=50K
14020,42,5,184105,1,10,0,12,3,1,0,0,0,28,28, <=50K
14021,29,5,37933,4,13,0,8,0,4,1,0,0,40,28, <=50K
14022,57,1,291529,4,13,1,8,1,1,0,4386,0,13,28, >50K
14023,23,5,376416,4,13,0,2,3,1,0,0,0,40,28, <=50K
14024,20,5,263612,1,10,0,2,5,4,1,0,0,40,15, <=50K
14025,23,5,227471,15,9,0,9,5,1,0,0,0,24,28, <=50K
14026,39,5,191103,15,9,0,5,3,1,0,0,0,40,28, <=50K
14027,34,5,35644,1,10,1,13,1,1,0,0,0,40,28, >50K
14028,43,1,227298,4,13,0,0,3,1,0,0,0,45,28, <=50K
14029,25,4,187508,1,10,0,9,5,1,0,0,0,40,28, <=50K
14030,40,5,184378,1,10,1,0,1,1,0,0,0,60,21, <=50K
14031,52,1,190333,15,9,5,12,3,1,0,0,0,25,28, <=50K
14032,48,5,155372,15,9,4,3,0,1,1,0,0,36,28, <=50K
14033,37,5,259882,6,11,0,0,0,4,1,0,0,6,28, <=50K
14034,36,5,217077,15,9,1,0,1,1,0,0,0,50,28, <=50K
14035,33,5,103596,6,11,1,11,1,1,0,0,0,40,28, <=50K
14036,36,6,188236,15,9,1,2,2,1,1,0,0,40,28, >50K
14037,24,5,353010,4,13,0,2,3,1,0,0,0,10,28, <=50K
14038,42,6,70655,15,9,5,12,3,1,0,0,0,40,28, <=50K
14039,35,0,64874,2,12,0,0,5,1,0,0,0,40,28, <=50K
14040,40,8,219240,15,9,5,2,0,1,1,0,0,22,28, <=50K
14041,50,0,104849,10,15,1,14,1,3,0,0,0,40,26, <=50K
14042,40,5,173590,11,14,1,8,1,1,0,0,0,50,28, >50K
14043,22,5,412316,15,9,0,0,4,4,0,0,0,40,36, <=50K
14044,57,0,195835,15,9,1,8,1,1,0,0,0,40,28, <=50K
14045,51,6,170579,15,9,1,11,1,1,0,0,0,40,28, >50K
14046,61,8,230545,15,9,0,2,0,1,1,0,0,35,21, <=50K
14047,71,5,162297,15,9,4,0,0,1,1,0,0,20,28, <=50K
14048,47,5,169549,15,9,1,13,1,1,0,0,0,40,28, >50K
14049,38,5,117528,4,13,0,5,4,1,1,0,0,45,28, <=50K
14050,25,5,273876,4,13,0,0,3,1,0,0,0,65,28, <=50K
14051,33,5,529104,12,7,1,9,1,1,0,0,0,50,28, <=50K
14052,40,4,456110,12,7,5,11,0,1,1,0,0,52,28, <=50K
14053,39,3,180868,12,7,0,10,3,4,1,0,0,40,28, <=50K
14054,29,5,170301,15,9,1,2,2,1,1,2829,0,40,28, <=50K
14055,33,5,55717,15,9,0,13,3,1,0,0,0,40,28, <=50K
14056,46,5,166181,1,10,0,2,5,4,1,0,0,36,28, <=50K
14057,24,5,52242,15,9,1,0,2,1,1,0,0,40,28, >50K
14058,28,5,224629,11,14,0,8,3,2,0,0,0,30,1, <=50K
14059,20,5,197997,15,9,0,13,3,1,0,0,0,40,28, <=50K
14060,34,5,46144,1,10,5,9,0,1,1,0,0,40,28, <=50K
14061,34,4,180871,4,13,1,2,1,1,0,0,0,55,28, <=50K
14062,25,5,212311,1,10,0,2,0,4,1,0,0,40,28, <=50K
14063,36,5,232874,4,13,1,7,1,1,0,0,0,40,28, <=50K
14064,61,5,175999,15,9,1,3,1,1,0,0,0,40,28, <=50K
14065,38,5,177121,1,10,2,5,3,1,1,0,0,58,28, <=50K
14066,57,5,299358,15,9,4,5,4,1,1,0,1719,25,28, <=50K
14067,20,3,326624,15,9,0,10,5,1,1,0,0,40,28, <=50K
14068,56,5,129836,15,9,1,5,2,1,1,0,0,10,28, <=50K
14069,24,5,225515,4,13,0,8,3,1,1,0,0,40,28, <=50K
14070,60,5,145664,1,10,5,0,3,1,1,0,0,48,28, <=50K
14071,37,5,151764,1,10,1,8,1,1,0,0,0,50,28, <=50K
14072,27,5,183523,1,10,1,11,1,1,0,0,0,40,28, >50K
14073,54,5,257869,1,10,2,5,3,1,0,0,0,28,6, <=50K
14074,40,5,73025,15,9,1,5,1,3,0,0,0,30,4, <=50K
14075,18,5,165532,9,8,0,5,5,1,0,0,0,15,28, <=50K
14076,51,8,140035,15,9,1,2,1,1,0,0,0,40,28, >50K
14077,40,1,325159,1,10,1,7,1,1,0,0,0,50,28, >50K
14078,64,8,161926,15,9,1,14,1,1,0,0,0,8,28, <=50K
14079,24,5,163665,15,9,0,5,3,1,1,2174,0,40,28, <=50K
14080,33,5,106938,15,9,1,7,2,4,1,0,0,38,28, <=50K
14081,31,5,97453,15,9,5,8,0,1,1,0,0,40,28, <=50K
14082,26,6,242464,15,9,1,1,1,1,0,3103,0,40,28, >50K
14083,54,5,155233,4,13,0,2,3,1,1,14084,0,40,28, >50K
14084,31,5,248653,8,2,0,9,3,1,0,0,0,37,27, <=50K
14085,39,5,59313,9,8,3,11,3,4,0,0,0,45,36, <=50K
14086,22,5,141297,1,10,0,7,5,1,0,0,0,40,28, <=50K
14087,31,5,227325,1,10,0,13,3,1,0,0,0,40,28, <=50K
14088,68,5,123653,3,3,2,5,3,1,0,0,0,12,35, <=50K
14089,59,8,176317,13,6,5,5,3,1,1,0,0,37,28, <=50K
14090,35,1,77146,15,9,1,13,1,1,0,2829,0,45,28, <=50K
14091,25,5,169124,4,13,0,2,5,1,0,0,0,40,28, <=50K
14092,23,5,179413,15,9,0,13,0,1,0,0,0,40,28, <=50K
14093,35,5,180137,1,10,5,8,0,1,0,0,0,60,28, <=50K
14094,17,4,179319,13,6,0,5,5,1,0,0,0,30,28, <=50K
14095,19,5,45766,1,10,0,9,3,1,0,0,0,45,28, <=50K
14096,53,5,152810,11,14,1,8,1,1,0,0,1977,55,28, >50K
14097,59,5,214052,3,3,5,3,0,1,1,0,0,40,28, <=50K
14098,37,5,201141,15,9,0,2,5,1,1,0,0,37,28, <=50K
14099,74,1,43599,15,9,4,5,3,1,0,0,0,20,28, <=50K
14100,28,5,292536,1,10,0,11,3,1,0,0,0,50,28, <=50K
14101,40,5,82161,4,13,0,2,3,1,0,0,0,40,28, <=50K
14102,30,5,180656,1,10,3,13,3,1,0,0,0,40,36, <=50K
14103,20,5,181370,1,10,0,5,5,4,0,0,0,40,28, <=50K
14104,80,5,148623,10,15,1,14,1,1,0,0,0,35,28, >50K
14105,51,5,84399,15,9,1,3,1,4,0,0,0,40,28, <=50K
14106,17,5,143331,13,6,0,0,5,1,0,0,0,15,28, <=50K
14107,37,8,48779,4,13,1,14,1,1,0,0,0,40,28, <=50K
14108,19,3,175495,15,9,0,10,5,4,1,0,0,24,28, <=50K
14109,58,5,83542,15,9,0,5,3,1,0,0,0,40,28, <=50K
14110,57,5,214619,1,10,1,13,1,1,0,0,0,40,28, <=50K
14111,37,5,160035,1,10,5,3,3,1,0,0,0,40,28, <=50K
14112,23,8,39603,1,10,0,13,0,0,0,0,0,40,28, <=50K
14113,36,5,181589,4,13,0,2,3,1,1,0,0,32,6, <=50K
14114,33,5,261511,15,9,1,13,1,1,0,0,0,40,28, <=50K
14115,30,5,29522,1,10,1,0,2,1,1,0,0,40,28, <=50K
14116,30,5,36340,15,9,0,2,0,1,1,0,0,24,28, <=50K
14117,41,5,320984,10,15,1,14,1,1,0,99999,0,65,28, >50K
14118,57,3,403625,1,10,1,10,1,3,0,0,0,60,28, >50K
14119,23,5,122346,15,9,0,0,5,1,0,0,0,40,28, <=50K
14120,40,5,105794,10,15,0,14,3,1,1,14084,0,50,28, >50K
14121,53,5,152883,15,9,4,2,3,4,1,0,0,40,28, <=50K
14122,31,4,123037,1,10,0,7,3,1,0,0,0,13,28, <=50K
14123,41,3,339682,3,3,1,10,1,1,0,0,0,40,27, <=50K
14124,36,5,182074,15,9,0,2,4,1,0,0,0,40,28, <=50K
14125,30,5,248588,9,8,5,5,3,1,1,0,0,40,28, <=50K
14126,44,5,187584,15,9,1,1,1,1,0,0,0,40,31, <=50K
14127,36,5,46706,15,9,0,5,5,1,0,0,0,40,28, <=50K
14128,42,5,190290,2,12,1,14,1,1,0,0,0,40,28, >50K
14129,48,1,247294,15,9,1,13,1,1,0,0,0,30,24, <=50K
14130,22,5,117779,4,13,0,14,5,1,0,0,0,40,28, <=50K
14131,38,5,121602,15,9,1,3,1,1,0,0,0,40,28, <=50K
14132,31,5,451744,15,9,0,13,3,1,0,0,0,50,28, <=50K
14133,32,5,107793,15,9,5,5,5,1,0,2174,0,40,28, <=50K
14134,35,5,339772,15,9,1,9,1,4,0,0,0,40,28, <=50K
14135,21,5,185582,1,10,0,0,5,1,0,0,0,43,28, <=50K
14136,26,5,260614,15,9,1,3,1,1,0,0,0,40,28, <=50K
14137,19,6,53220,15,9,0,2,5,4,1,0,0,40,28, <=50K
14138,43,5,213844,15,9,6,13,2,4,1,0,0,42,28, >50K
14139,33,5,213226,15,9,1,13,1,1,0,0,0,60,28, <=50K
14140,30,5,58582,4,13,0,13,5,1,0,0,0,10,28, <=50K
14141,52,5,193116,13,6,1,11,1,1,0,0,0,45,28, <=50K
14142,38,6,201410,4,13,1,8,1,1,0,0,0,40,28, >50K
14143,28,5,190525,4,13,1,8,1,1,0,0,0,46,28, >50K
14144,57,1,138285,2,12,1,5,1,1,0,0,0,40,41, <=50K
14145,51,5,111939,4,13,1,14,1,1,0,0,0,50,28, >50K
14146,50,5,109277,5,5,1,3,1,1,0,0,0,48,28, <=50K
14147,32,5,331539,4,13,1,8,1,3,0,0,0,50,4, >50K
14148,32,5,396745,4,13,1,14,1,1,0,0,2415,48,28, >50K
14149,37,5,126675,15,9,1,13,1,1,0,0,0,40,28, <=50K
14150,69,1,349022,15,9,1,0,1,1,0,0,0,33,28, <=50K
14151,33,3,98145,1,10,5,10,0,0,0,0,0,30,28, <=50K
14152,37,5,234901,1,10,1,0,1,1,0,0,0,50,0, >50K
14153,36,5,100681,1,10,0,2,3,1,0,2463,0,40,28, <=50K
14154,47,1,265097,15,9,1,11,1,1,0,0,0,45,28, >50K
14155,63,5,237379,13,6,1,11,1,1,0,0,0,40,28, <=50K
14156,21,5,44793,1,10,0,2,3,1,0,0,0,65,28, <=50K
14157,17,5,270942,15,9,0,5,4,1,0,0,0,35,27, <=50K
14158,56,5,193622,15,9,2,13,0,1,0,0,0,40,28, <=50K
14159,90,6,187749,2,12,1,2,1,3,0,0,0,20,38, <=50K
14160,27,5,160178,1,10,5,2,3,1,1,0,0,38,28, <=50K
14161,38,5,680390,15,9,5,2,0,1,1,0,0,20,28, <=50K
14162,33,5,96245,2,12,1,14,1,1,0,0,0,50,28, <=50K
14163,26,5,34803,15,9,0,8,3,1,1,0,0,40,28, <=50K
14164,20,5,170091,1,10,0,5,5,1,1,0,0,35,28, <=50K
14165,42,5,231813,12,7,1,11,1,1,0,0,0,40,28, <=50K
14166,55,5,23789,15,9,5,8,3,1,1,0,0,40,28, <=50K
14167,32,4,438711,1,10,1,14,2,4,1,0,0,40,28, <=50K
14168,66,5,169804,4,13,1,0,1,1,0,20051,0,40,28, >50K
14169,66,6,376506,7,16,5,14,3,1,1,3273,0,40,28, <=50K
14170,49,5,28791,1,10,5,5,3,1,1,0,0,40,28, <=50K
14171,34,5,162814,15,9,5,1,3,4,0,0,0,45,28, <=50K
14172,38,5,58108,4,13,1,8,1,1,0,0,0,50,28, >50K
14173,40,0,102226,15,9,1,8,1,1,0,0,0,40,28, <=50K
14174,22,8,209131,2,12,0,5,5,1,0,0,0,20,28, <=50K
14175,46,1,157117,15,9,1,11,1,1,0,0,0,40,28, <=50K
14176,29,5,172865,15,9,1,3,1,1,0,0,0,50,28, <=50K
14177,19,5,29798,9,8,0,9,5,0,0,0,0,20,28, <=50K
14178,71,3,229424,15,9,4,10,3,1,1,0,0,40,28, <=50K
14179,37,6,80680,4,13,5,14,0,1,1,1151,0,35,28, <=50K
14180,52,6,238959,11,14,0,14,3,1,0,0,0,32,28, >50K
14181,27,5,189462,11,14,0,2,3,1,1,0,0,46,28, <=50K
14182,52,5,139347,15,9,1,11,2,1,1,0,0,40,28, <=50K
14183,31,5,188108,15,9,0,13,5,1,0,4101,0,40,28, <=50K
14184,37,0,111128,1,10,1,13,1,1,0,0,0,50,28, >50K
14185,28,5,81540,15,9,0,9,3,1,0,0,0,40,28, <=50K
14186,25,5,257562,0,4,1,13,1,1,0,0,0,40,27, <=50K
14187,31,5,59496,1,10,1,2,1,1,0,0,0,50,28, <=50K
14188,29,5,29974,15,9,1,13,1,1,0,0,0,40,28, <=50K
14189,45,5,102597,15,9,4,2,0,1,1,0,0,35,28, <=50K
14190,69,5,41419,0,4,1,5,1,1,0,0,0,20,28, <=50K
14191,50,5,118565,12,7,1,3,1,4,0,0,0,40,28, <=50K
14192,54,4,312897,7,16,1,14,1,1,0,0,0,46,22, >50K
14193,17,5,166290,5,5,0,5,5,1,1,0,0,20,28, <=50K
14194,34,5,160261,15,9,0,7,5,3,0,14084,0,35,4, >50K
14195,32,1,116834,15,9,1,5,2,1,1,0,0,5,36, <=50K
14196,23,5,203076,1,10,0,3,5,1,0,0,0,40,28, <=50K
14197,66,5,201197,4,13,1,14,1,1,0,0,0,45,28, >50K
14198,61,5,273803,15,9,1,13,1,1,0,0,0,40,28, <=50K
14199,55,5,156797,1,10,5,3,3,1,1,0,0,40,28, <=50K
14200,24,5,283896,15,9,0,9,3,1,0,0,0,40,28, <=50K
14201,30,5,149368,15,9,5,0,0,1,0,1151,0,30,28, <=50K
14202,49,5,156926,6,11,5,8,3,1,0,0,0,45,28, >50K
14203,21,3,163911,1,10,0,10,5,1,1,0,0,3,28, <=50K
14204,56,0,165881,15,9,1,0,1,1,0,0,0,50,28, >50K
14205,25,5,86872,15,9,1,0,1,1,0,0,0,40,28, <=50K
14206,49,5,167523,4,13,5,1,3,1,0,0,0,40,28, <=50K
14207,58,5,154950,4,13,1,7,1,1,0,0,0,40,28, >50K
14208,40,8,171231,4,13,0,2,3,1,0,0,0,40,21, <=50K
14209,62,5,244933,11,14,5,14,3,1,1,0,0,45,28, <=50K
14210,54,5,256908,4,13,1,7,1,1,0,0,0,25,28, >50K
14211,34,1,33442,6,11,0,5,4,1,1,0,0,40,28, <=50K
14212,18,5,126142,13,6,0,13,5,1,0,0,0,30,28, <=50K
14213,28,3,268222,12,7,0,10,3,4,1,0,0,40,28, <=50K
14214,32,5,167106,15,9,1,0,1,3,0,0,0,40,16, <=50K
14215,22,6,50065,4,13,0,14,3,1,1,0,0,35,28, <=50K
14216,34,4,252529,4,13,0,14,3,1,0,0,0,48,28, <=50K
14217,53,3,199665,4,13,1,10,1,1,0,0,0,30,28, >50K
14218,47,5,343579,15,9,1,5,1,1,0,0,0,40,27, <=50K
14219,19,5,190817,1,10,0,0,5,1,1,0,0,40,28, <=50K
14220,41,0,151089,1,10,1,8,1,1,0,0,2415,55,28, >50K
14221,46,5,186820,1,10,1,5,2,1,1,5013,0,40,28, <=50K
14222,56,1,210731,0,4,5,0,4,1,0,0,0,20,27, <=50K
14223,42,5,123816,15,9,5,3,3,4,1,0,0,40,28, <=50K
14224,25,5,77071,4,13,0,14,5,1,1,0,2339,35,28, <=50K
14225,42,5,115085,15,9,1,2,1,1,0,0,0,50,28, <=50K
14226,43,5,170525,4,13,5,14,3,1,1,14344,0,40,28, >50K
14227,17,5,209949,12,7,0,0,5,1,1,0,1602,12,28, <=50K
14228,57,1,34297,0,4,1,13,1,1,0,0,0,40,28, >50K
14229,40,5,180985,11,14,1,8,1,1,0,0,0,50,28, >50K
14230,62,6,33365,15,9,4,5,3,1,1,0,0,40,31, <=50K
14231,20,5,197752,1,10,0,2,5,1,0,0,0,16,28, <=50K
14232,47,5,180551,1,10,1,11,1,1,0,0,0,50,28, <=50K
14233,40,5,77975,1,10,1,8,1,1,0,0,0,40,28, <=50K
14234,44,5,159297,15,9,1,8,2,3,1,0,0,40,36, >50K
14235,48,5,94342,4,13,1,13,1,1,0,0,0,55,28, <=50K
14236,39,0,34180,6,11,1,12,1,1,0,0,0,60,28, >50K
14237,46,6,367251,1,10,1,13,1,4,0,0,0,40,28, >50K
14238,72,0,172407,10,15,1,14,1,1,0,99999,0,50,28, >50K
14239,53,5,303462,15,9,1,3,1,1,0,0,0,30,28, <=50K
14240,47,8,220269,1,10,1,9,1,1,0,0,0,40,28, >50K
14241,40,1,45093,15,9,5,13,3,1,0,0,0,45,31, <=50K
14242,34,5,101709,15,9,2,11,3,3,0,0,0,40,28, <=50K
14243,41,5,219591,15,9,0,2,5,1,0,0,0,40,28, <=50K
14244,41,5,76625,15,9,1,13,1,1,0,0,0,40,28, <=50K
14245,20,5,342599,1,10,0,9,5,1,0,0,0,35,28, <=50K
14246,42,0,125846,8,2,1,0,1,1,0,0,0,60,36, <=50K
14247,54,6,238257,4,13,0,14,3,1,0,0,0,50,28, <=50K
14248,39,0,206253,4,13,1,14,2,1,1,0,0,40,28, <=50K
14249,37,5,172571,15,9,5,3,3,1,0,0,0,40,28, <=50K
14250,59,5,95165,7,16,1,0,1,1,0,0,0,40,28, <=50K
14251,69,5,141181,3,3,1,2,1,1,0,1797,0,40,28, <=50K
14252,24,5,267843,4,13,0,14,5,4,1,0,0,35,28, <=50K
14253,36,5,181382,6,11,1,3,1,1,0,3103,0,40,28, >50K
14254,21,3,207782,1,10,0,10,5,1,0,0,0,30,28, <=50K
14255,68,3,103161,15,9,4,10,3,1,0,0,0,32,28, <=50K
14256,20,5,132320,1,10,2,13,3,1,0,0,0,40,28, <=50K
14257,26,1,201138,6,11,0,5,3,1,1,0,0,35,28, <=50K
14258,48,5,239058,9,8,4,9,0,1,1,0,0,50,28, <=50K
14259,39,0,239755,10,15,1,14,1,1,0,0,1902,50,28, >50K
14260,21,5,176262,2,12,0,5,5,1,1,0,0,18,28, <=50K
14261,22,5,264738,15,9,0,8,4,1,1,0,0,42,0, <=50K
14262,34,5,182218,6,11,5,14,0,1,1,0,0,40,28, <=50K
14263,33,5,318982,1,10,1,8,1,1,0,0,0,45,28, >50K
14264,46,5,216666,5,5,1,3,1,1,0,0,0,40,3, <=50K
